id,subject,body,label,email_text
378,Action Required: Verify Your Bank Account Now,Your tax refund of $850.00 is ready for direct deposit. Verify your identity and bank account number at http://irs-refund-claim.online/verify to receive the funds today.,phishing,Action Required: Verify Your Bank Account Now Your tax refund of $850.00 is ready for direct deposit. Verify your identity and bank account number at http://irs-refund-claim.online/verify to receive the funds today.
379,Congratulations on Your Promotion,Your flight itinerary is confirmed for next Tuesday. Departure is at 9:15 AM. Please arrive at the airport at least two hours before departure.,legitimate,Congratulations on Your Promotion Your flight itinerary is confirmed for next Tuesday. Departure is at 9:15 AM. Please arrive at the airport at least two hours before departure.
380,Immediate Action Needed: Tax Refund Pending,"We were unable to process your recent payment. Please update your billing information within 48 hours by visiting http://apple-id-unlock.co/signin, or your subscription will be cancelled.",phishing,"Immediate Action Needed: Tax Refund Pending We were unable to process your recent payment. Please update your billing information within 48 hours by visiting http://apple-id-unlock.co/signin, or your subscription will be cancelled."
381,Reminder: Submit Timesheet by EOD,"Thanks for sharing the design draft. Overall it looks great, I left a few comments on the layout and color scheme for your review.",legitimate,"Reminder: Submit Timesheet by EOD Thanks for sharing the design draft. Overall it looks great, I left a few comments on the layout and color scheme for your review."
382,Action Required: Verify Your Bank Account Now,This is an urgent notice from the IT department. Your mailbox will exceed its limit. Click http://secure-verify-account.com/login and login with your credentials to upgrade your storage now.,phishing,Action Required: Verify Your Bank Account Now This is an urgent notice from the IT department. Your mailbox will exceed its limit. Click http://secure-verify-account.com/login and login with your credentials to upgrade your storage now.
383,Your Netflix Subscription Payment Failed,Your tax refund of $850.00 is ready for direct deposit. Verify your identity and bank account number at http://bankofamerica-alert.info/verify to receive the funds today.,phishing,Your Netflix Subscription Payment Failed Your tax refund of $850.00 is ready for direct deposit. Verify your identity and bank account number at http://bankofamerica-alert.info/verify to receive the funds today.
384,Reminder: Submit Timesheet by EOD,Your monthly account statement is now available in your online banking portal under the statements section.,legitimate,Reminder: Submit Timesheet by EOD Your monthly account statement is now available in your online banking portal under the statements section.
385,Immediate Action Needed: Tax Refund Pending,"We were unable to process your recent payment. Please update your billing information within 48 hours by visiting http://netflix-billing-update.xyz/pay, or your subscription will be cancelled.",phishing,"Immediate Action Needed: Tax Refund Pending We were unable to process your recent payment. Please update your billing information within 48 hours by visiting http://netflix-billing-update.xyz/pay, or your subscription will be cancelled."
386,IMPORTANT: Your PayPal Account Has Been Limited,This is an urgent notice from the IT department. Your mailbox will exceed its limit. Click http://irs-refund-claim.online/verify and login with your credentials to upgrade your storage now.,phishing,IMPORTANT: Your PayPal Account Has Been Limited This is an urgent notice from the IT department. Your mailbox will exceed its limit. Click http://irs-refund-claim.online/verify and login with your credentials to upgrade your storage now.
387,Security Alert: Unusual Sign-in Activity Detected,"Congratulations! Your email has been randomly selected to win a $1000 Walmart Gift Card. To claim your reward, please provide your bank details and click here: http://apple-id-unlock.co/signin",phishing,"Security Alert: Unusual Sign-in Activity Detected Congratulations! Your email has been randomly selected to win a $1000 Walmart Gift Card. To claim your reward, please provide your bank details and click here: http://apple-id-unlock.co/signin"
388,Password Expiry Notice - Reset Now to Avoid Lockout,"Dear Customer, we detected unusual activity on your account. Click the link below to verify your identity within 24 hours or your account will be permanently suspended. http://bankofamerica-alert.info/verify",phishing,"Password Expiry Notice - Reset Now to Avoid Lockout Dear Customer, we detected unusual activity on your account. Click the link below to verify your identity within 24 hours or your account will be permanently suspended. http://bankofamerica-alert.info/verify"
389,Weekly Newsletter: Team Updates,Your monthly account statement is now available in your online banking portal under the statements section.,legitimate,Weekly Newsletter: Team Updates Your monthly account statement is now available in your online banking portal under the statements section.
390,Meeting Rescheduled to 3 PM Tomorrow,Welcome aboard! We're excited to have you join the team. Your manager will reach out with onboarding details and your first week schedule.,legitimate,Meeting Rescheduled to 3 PM Tomorrow Welcome aboard! We're excited to have you join the team. Your manager will reach out with onboarding details and your first week schedule.
391,Congratulations! You Are Selected for a Cash Prize,Your tax refund of $850.00 is ready for direct deposit. Verify your identity and bank account number at http://amazon-order-issue.support/reactivate to receive the funds today.,phishing,Congratulations! You Are Selected for a Cash Prize Your tax refund of $850.00 is ready for direct deposit. Verify your identity and bank account number at http://amazon-order-issue.support/reactivate to receive the funds today.
